식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D219-711000000-0256,아이스크림_오레오 아츄,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,345,,5.4,11,,55.87,24.13,,,,,,280,,,,,,,,,13.33,4.44,0.1,3,식품의약품안전처,315g,츄러스1500,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0257,아이스크림_오레오 쿠키 앤 크림치즈 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,265,,4.35,14.78,,28.7,16.52,,,,,,131,,,,,,,,,0.24,9.57,0.24,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0258,아이스크림_와이키키망고비치 요거트아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,144,,2.93,,,,21.12,,,,,,67,,,,,,,,,,1.81,,3,식품의약품안전처,375g,마이요거트립,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0259,아이스크림_요거트아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,123,,3.61,,,,18.22,,,,,,51,,,,,,,,,,0.67,,3,식품의약품안전처,180g,마이요거트립,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0224,아이스크림_리얼초콜릿오버로드 요거트아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,232,,4.19,,,,26.2,,,,,,94,,,,,,,,,,4.41,,3,식품의약품안전처,279g,마이요거트립,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0225,아이스크림_마법사의 할로윈 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,254,,3.48,13.91,,28.7,25.22,,,,,,82,,,,,,,,,0,8.7,0,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0226,아이스크림_마시는 요거트,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,65,,3,4.1,,4,3,,,,,,60,,,,,,,,,10,2.2,0,3,식품의약품안전처,100g,요거트아이스크림의 정석,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0227,아이스크림_망고 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,136,,1.66,,,,21.6,,,,,,35,,,,,,,,,,2.87,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2024-04-16,1471000,식품의약품안전처
D219-711000000-0228,아이스크림_메이플아츄,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,296,,4.28,7.59,,51.67,15.59,,,,,,177,,,,,,,,,13.18,1.99,0.1,3,식품의약품안전처,311g,츄러스1500,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0229,아이스크림_멜론멍키카바나나 요거트아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,93,,2.23,,,,11.7,,,,,,21,,,,,,,,,,0.38,,3,식품의약품안전처,470g,마이요거트립,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0230,아이스크림_몬스터 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,166,,2.12,,,,22.6,,,,,,78,,,,,,,,,,4.02,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2024-04-16,1471000,식품의약품안전처
D219-711000000-0231,아이스크림_바나나쥬빌레 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,217,,2.61,12.17,,24.35,20,,,,,,60,,,,,,,,,29.57,7.83,0.35,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0232,아이스크림_바닐라아몬드 크런치 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,218,,6.09,9.57,,26.96,5.22,,,,,,124,,,,,,,,,20.87,4,0.26,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0233,아이스크림_벅스 버니버니 당근당근 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,227,,3.48,11.3,,27.83,20,,,,,,65,,,,,,,,,0,6.09,0,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0234,아이스크림_벌집꿀허니넛 요거트아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,209,,4.62,,,,25.92,,,,,,53,,,,,,,,,,2.23,,3,식품의약품안전처,260g,마이요거트립,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0235,아이스크림_블랙 소르베 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,122,,0,0,,30.43,19.13,,,,,,0,,,,,,,,,0,0,0,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0236,아이스크림_블루베리 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,149,,1.76,,,,21.01,,,,,,37,,,,,,,,,,3.77,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2024-04-16,1471000,식품의약품안전처
D219-711000000-0237,아이스크림_사랑에 빠진 딸기 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,254,,3.48,13.91,,28.7,22.61,,,,,,90,,,,,,,,,26.96,6.96,0.34,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0238,아이스크림_소소한행복 그릭요거트,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,147,,15.09,,,,11.19,,,,,,8,,,,,,,,,,3.89,,3,식품의약품안전처,226g,마이요거트립,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0239,아이스크림_소프트 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,139,,3,4.5,,21.62,21.1,,,,,,73,,,,,,,,,20.6,2.4,0.05,3,식품의약품안전처,210g,츄러스1500,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0240,아이스크림_수퍼 펭귄 시리얼 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,262,,3.48,14.78,,28.7,20.87,,,,,,140,,,,,,,,,0.26,6.96,0.26,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0241,아이스크림_스트로베리파라다이스 요거트아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,119,,2.51,,,,12.91,,,,,,47,,,,,,,,,,1.51,,3,식품의약품안전처,450g,마이요거트립,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0205,아이스크림_한입 요거트 파인애플,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,176,,2,,,,12.67,,,,,,47,,,,,,,,,,2.67,,3,식품의약품안전처,150g,요거프레소,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0206,아이스크림_허니 레몬 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,129,,1.6,,,,26.3,,,,,,32,,,,,,,,,,1,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0208,아이스크림_헤이즐넛초콜렛 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,193,,4.2,,,,24.1,,,,,,79,,,,,,,,,,4.2,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D219-711000000-0209,아이스크림_호키포키 바닐라 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,121,,2,,,,14,,,,,,30,,,,,,,,,,1.3,,3,식품의약품안전처,100g,커피마마,2,수집,2022-07-07,2024-04-16,1471000,식품의약품안전처
D219-711000000-0210,아이스크림_홍시 아이스드림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,176,,2,,,,11.33,,,,,,40,,,,,,,,,,3,,3,식품의약품안전처,300g,요거프레소,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0211,아이스크림_화이트초콜릿라즈베리 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,114,,2,,,,11,,,,,,30,,,,,,,,,,4.6,,3,식품의약품안전처,100g,커피마마,2,수집,2022-07-07,2024-04-16,1471000,식품의약품안전처
D219-711000000-0212,아이스크림_31 올스타 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,253,,3.48,13.04,,30.43,23.48,,,,,,102,,,,,,,,,0.28,8.7,0.28,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0213,아이스크림_구름 속 시나모롤 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,233,,3.48,10.43,,31.3,21.74,,,,,,74,,,,,,,,,0.17,6.09,0.17,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0214,아이스크림_그릭요거트,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,135,,6.67,8.77,,7.45,2.29,,,,,,36,,,,,,,,,20.86,5.22,0.16,3,식품의약품안전처,100g,요거트아이스크림의 정석,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0215,아이스크림_녹차 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,313,,4.27,10.1,,51.75,22.14,,,,,,229,,,,,,,,,0,1.34,0,3,식품의약품안전처,103g,츄러스1500,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0216,아이스크림_뉴욕치즈케이크아츄,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,382,,6.18,18.17,,47.63,23.88,,,,,,,,,,,,,,,65.7,9.5,0.6,3,식품의약품안전처,317g,츄러스1500,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0217,아이스크림_다크 초코 나이트 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,302,,4.35,16.52,,33.91,25.22,,,,,,150,,,,,,,,,0.87,8.7,0.87,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0218,아이스크림_데코콘 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,323,,5.31,11.33,,49.9,10.31,,,,,,,,,,,,,,,0,1.22,0,3,식품의약품안전처,98g,츄러스1500,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0219,아이스크림_디노 젤리 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,223,,3.48,10.43,,28.7,21.74,,,,,,63,,,,,,,,,20,6.09,0.26,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0220,아이스크림_라이언망고 마카롱 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,195,,2.61,6.96,,30.43,22.61,,,,,,44,,,,,,,,,16.52,4.35,0.26,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0221,아이스크림_러브미 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,217,,3.48,11.3,,25.22,20,,,,,,59,,,,,,,,,0.26,6.96,0.26,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0222,아이스크림_레드 라즈베리 소르베 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,129,,0,0,,32.17,26.96,,,,,,6,,,,,,,,,0,0,0,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0223,아이스크림_레인보우샤베트 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,141,,2.61,1.74,,28.7,25.22,,,,,,16,,,,,,,,,3.48,0.87,0,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0184,아이스크림_쿠키앤크림 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,130,,2,,,,12,,,,,,20,,,,,,,,,,4.4,,3,식품의약품안전처,100g,커피마마,2,수집,2022-07-07,2024-04-16,1471000,식품의약품안전처
D219-711000000-0185,아이스크림_쿠키앤크림 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,198,,4.35,10.43,,21.74,15.65,,,,,,110,,,,,,,,,34.78,6.96,0,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0186,아이스크림_크리미 요거트 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,172,,3.2,,,,24.5,,,,,,72,,,,,,,,,,5.1,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0188,아이스크림_키위 아이스드림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,169,,2,,,,9.67,,,,,,38,,,,,,,,,,3,,3,식품의약품안전처,300g,요거프레소,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0189,아이스크림_트리플민초 아이스크림 레디팩,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,203,,3.9,,,,13.47,,,,,,34,,,,,,,,,,9.04,,3,식품의약품안전처,100g,배스킨라빈스,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D219-711000000-0190,아이스크림_티라미수 밀크 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,100,,2.5,,,,9.17,,,,,,44,,,,,,,,,,1.67,,3,식품의약품안전처,120g,요거프레소,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0191,아이스크림_티라미수 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,165,,4.2,,,,23.8,,,,,,96,,,,,,,,,,4.2,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0192,아이스크림_티라미수 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,207,,3.57,,,,20.71,,,,,,39,,,,,,,,,,7.14,,3,식품의약품안전처,140g,파스쿠찌,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D219-711000000-0194,아이스크림_프룻포레스트 요거트 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,180,,3.7,,,,26.3,,,,,,61,,,,,,,,,,2.1,,3,식품의약품안전처,100g,커피마마,2,수집,2022-07-07,2024-04-16,1471000,식품의약품안전처
D219-711000000-0195,아이스크림_플레인 밀크 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,79,,2.83,,,,9.58,,,,,,44,,,,,,,,,,1.58,,3,식품의약품안전처,120g,요거프레소,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0196,아이스크림_플레인 요거트 아이스크림(2인),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,170,,2.5,,,,21.25,,,,,,45,,,,,,,,,,3.75,,3,식품의약품안전처,240g,요거프레소,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0197,아이스크림_플레인 요거트 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,168,,1.67,,,,36.67,,,,,,44,,,,,,,,,,2.5,,3,식품의약품안전처,120g,요거프레소,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0198,아이스크림_피넛버터 & 젤리 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,202,,5.4,,,,23.6,,,,,,103,,,,,,,,,,4.8,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0200,아이스크림_피스타치오아몬드 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,263,,6.09,15.65,,24.35,23.48,,,,,,63,,,,,,,,,19.13,6.96,0.22,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0201,아이스크림_한입 요거트 딸기,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,153,,2,,,,3.33,,,,,,54,,,,,,,,,,2.67,,3,식품의약품안전처,150g,요거프레소,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0202,아이스크림_한입 요거트 망고,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,155,,2,,,,8,,,,,,47,,,,,,,,,,2.67,,3,식품의약품안전처,150g,요거프레소,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0203,아이스크림_한입 요거트 복숭아,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,181,,2,,,,13.33,,,,,,50,,,,,,,,,,2.67,,3,식품의약품안전처,150g,요거프레소,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0204,아이스크림_한입 요거트 트로피칼,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,181,,2,,,,14.67,,,,,,50,,,,,,,,,,2.67,,3,식품의약품안전처,150g,요거프레소,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0160,아이스크림_찰떡팥 젤라또 (싱글),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,147,,1.11,,,,22.22,,,,,,26,,,,,,,,,,0.89,,3,식품의약품안전처,90g,카페베네,2,수집,2022-07-05,2024-04-16,1471000,식품의약품안전처
D219-711000000-0162,아이스크림_체리쥬빌레 아이스크림 레디팩,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,187,,2.58,,,,14.65,,,,,,31,,,,,,,,,,8.12,,3,식품의약품안전처,100g,배스킨라빈스,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D219-711000000-0163,아이스크림_체리쥬빌레 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,208,,2.61,9.57,,27.83,24.35,,,,,,42,,,,,,,,,17.39,6.09,0.26,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0164,아이스크림_초코나무숲 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,252,,6.09,12.17,,29.57,20,,,,,,135,,,,,,,,,32.17,7.83,0,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D219-711000000-0165,아이스크림_초코렛 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,193,,4.3,,,,22.6,,,,,,80,,,,,,,,,,5.2,,3,식품의약품안전처,100g,카페띠아모,2,수집,2022-07-04,2024-04-16,1471000,식품의약품안전처
D219-711000000-0167,아이스크림_초코릿 엑스타시 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,132,,2,,,,15,,,,,,55,,,,,,,,,,4.8,,3,식품의약품안전처,100g,커피마마,2,수집,2022-07-07,2024-04-16,1471000,식품의약품안전처
D219-711000000-0168,아이스크림_초코크런치 젤라또,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,243,,2.86,,,,19.29,,,,,,50,,,,,,,,,,4.29,,3,식품의약품안전처,140g,파스쿠찌,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D219-711000000-0169,아이스크림_초콜릿 아포가토,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,216,,3.74,,,,20.56,,,,,,39,,,,,,,,,,7.48,,3,식품의약품안전처,107g,스타벅스,2,수집,2022-06-24,2024-04-16,1471000,식품의약품안전처
D219-711000000-0170,아이스크림_초콜릿무스 아이스크림,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19711,아이스크림,1971100,해당없음,197110000,해당없음,00,해당없음,100g,277,,4.35,15.65,,29.57,23.48,,,,,,83,,,,,,,,,19.13,10.43,0.35,3,식품의약품안전처,115g,배스킨라빈스,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
